Player,Season,VAC_288,VAC_SO,Bias_288,Bias_SO,Sensitivity_288,Sensitivity_SO
Rob Zastryzny,2019,0.43,0.6919,0.3854,0.1914,0.1471,0.6619
Felix Pena,2016,0.8668,0.8918,0.1519,0.0119,0.1995,1.0828
Felix Pena,2017,0.589,0.5927,0.2002,0.0835,0.1561,0.6795
Felix Pena,2018,0.567,0.5683,0.1747,0.0775,0.1621,0.6579
Felix Pena,2019,0.492,0.6394,0.1191,0.0272,0.1833,0.7405
Brad Peacock,2016,0.0854,0.9205,0.0037,-0.0092,-0.1156,0.7641
Brad Peacock,2017,0.131,0.6345,0.0325,0.0029,0.1928,0.5874
Brad Peacock,2018,0.2715,0.5925,0.059,-0.0185,0.1691,0.6458
Brad Peacock,2019,0.2796,0.5841,0.0691,-0.009,0.1741,0.6089
Brent Suter,2016,0.7759,0.4477,0.2304,0.0392,0.2086,0.7912
Brent Suter,2017,0.3073,0.6299,0.2992,0.0598,0.1445,0.7652
Brent Suter,2018,0.2607,0.6848,0.2825,0.0604,0.1593,0.7025
Brent Suter,2019,0.2624,0.6967,0.314,0.0544,0.1655,0.7356
Josh Smoker,2016,0.0201,0.5197,0.2247,0.083,0.0363,0.6246
Josh Smoker,2017,0.2238,0.6346,0.114,0.0199,0.1145,0.6745
Josh Smoker,2019,0.2351,0.6506,0.1233,0.0248,0.1204,0.6791
Jeff Hoffman,2016,0.1555,0.7514,0.1711,-0.0117,-0.3455,0.7067
Jeff Hoffman,2017,0.1604,0.7802,0.2352,0.0422,0.1017,0.709
Jeff Hoffman,2018,0.1049,0.7806,0.1974,0.0077,0.0894,0.7693
Jeff Hoffman,2019,0.1479,0.8117,0.1714,0.0096,0.1145,0.7661
A.J. Cole,2016,0.4047,0.7982,-0.0679,-0.0253,0.7514,0.8883
A.J. Cole,2017,0.2461,0.7834,0.0704,0.0027,0.227,0.8038
A.J. Cole,2018,0.4506,0.8378,-0.0842,-0.0322,0.1992,0.9004
A.J. Cole,2019,0.4149,0.8122,-0.0833,-0.0479,0.2105,0.7712
Pat Light,2019,0.5175,0.7605,-0.1175,-0.0772,0.2377,0.7227
Robert Gsellman,2016,0.3981,0.6087,0.1443,0.0849,0.2736,0.5885
Robert Gsellman,2017,0.7993,0.9545,-0.1568,-0.0242,0.5562,1.0333
Robert Gsellman,2018,0.7054,0.9097,-0.2948,-0.0734,0.2818,1.0686
Robert Gsellman,2019,0.4849,0.8753,-0.5339,-0.1075,0.203,1.0506
Ben Heller,2016,0.7291,0.5765,0.0863,-0.1006,0.1426,0.6743
Ben Heller,2018,0.4133,0.5753,0.0504,-0.0623,0.1745,0.7293
Ben Heller,2019,0.1232,0.5325,0.0173,-0.023,0.0816,0.5728
Alex Wimmers,2016,0.3437,0.424,0.1027,0.1098,0.1514,0.3724
Alex Wimmers,2019,0.3918,0.5179,0.0795,0.0837,0.1687,0.4338
Dan Altavilla,2016,0.404,0.6025,0.1908,0.1232,0.1039,0.6281
Dan Altavilla,2017,0.3647,0.739,0.1571,0.093,0.1132,0.6574
Dan Altavilla,2018,0.4068,0.7002,0.1251,0.0756,0.1173,0.6308
Dan Altavilla,2019,0.3966,0.6991,0.1247,0.0631,0.1238,0.6472
Perci Garner,2019,0.7778,0.0024,-0.5777,-1.3786,0.2014,-0.1201
Shae Simmons,2016,0.1778,0.5739,0.219,0.0443,0.0611,0.5477
Shae Simmons,2019,0.0774,0.4865,0.2414,0.0998,0.0451,0.5369
Evan Scribner,2016,0.4737,0.5124,0.2114,0.0658,0.1255,0.672
Evan Scribner,2019,0.4612,0.4779,0.2443,0.1153,0.1179,0.5356
Jonathan Holder,2016,0.5828,0.8376,-0.0491,-0.0103,0.187,1.2528
Jonathan Holder,2017,0.3404,0.7822,-0.1356,-0.0548,0.1758,0.7347
Jonathan Holder,2018,0.482,0.8459,0.0537,0.0168,0.2591,0.8136
Jonathan Holder,2019,0.4673,0.8212,0.0659,0.0114,0.2518,0.8108
Eddie Gamboa,2019,0.335,0.8964,-0.707,-0.3194,0.1472,0.6405
Alex Cobb,2016,0.3225,0.7422,0.0129,0.0036,0.4097,0.5591
Alex Cobb,2017,0.6283,0.8549,0.0044,0.0017,0.5061,0.7204
Alex Cobb,2019,0.6146,0.7931,0.0091,-0.0121,0.4862,0.7287
Jed Bradley,2019,0.0954,0.7166,0.1309,0.1336,0.0442,0.4263
Joe Mantiply,2019,0.2161,0.9453,0.0767,0.0835,0.0562,0.9856
Brady Rodgers,2019,0.7233,0.0255,0.0598,0.0541,0.3082,0.1261
Matt Dermody,2016,0.9741,0.6907,-0.1625,-0.0581,0.1764,0.2691
Matt Dermody,2019,0.6297,0.6094,0.0259,0.0961,0.2144,0.6644
Matt Grace,2016,0.6072,0.8368,0.5612,-0.2568,0.4676,0.9287
Matt Grace,2017,0.5491,0.8104,0.0315,-0.1119,0.3628,1.0778
Matt Grace,2018,0.4789,0.8287,0.0216,-0.1791,0.3547,1.0239
Matt Grace,2019,0.3986,0.8024,-0.4791,-0.1796,0.2085,1.0206
Sean Burnett,2019,0.0928,0.8197,-0.6544,-0.3556,0.1264,0.8332
Wandy Peralta,2016,0.3719,0.0377,-0.3522,-0.3892,0.1139,0.1973
Wandy Peralta,2017,0.3943,0.6634,0.0117,-0.0004,0.1901,0.6887
Wandy Peralta,2018,0.3581,0.6317,0.0026,-0.0026,0.1411,0.6724
Wandy Peralta,2019,0.3989,0.6795,-0.0303,-0.0118,0.1549,0.6846
Trevor Gott,2017,0.8274,0.6084,0.1077,-0.0479,0.2217,0.8179
Trevor Gott,2018,0.8422,0.9146,-0.1215,-0.2001,0.2767,1.0112
Trevor Gott,2019,0.7916,0.896,0.0905,-0.15,0.3046,0.9976
Raul Alcantara,2016,0.6806,0.8444,0.1169,0.1151,0.4929,0.6561
Raul Alcantara,2019,0.8799,0.9035,0.1042,0.0367,0.4483,0.8476
James Pazos,2016,0.7217,0.9805,-0.5829,-0.394,0.1928,0.8301
James Pazos,2017,0.4533,0.8233,-0.0517,-0.4116,0.3354,0.8103
James Pazos,2018,0.4345,0.7949,-0.1179,-0.384,0.3113,0.8287
James Pazos,2019,0.415,0.7945,-0.1555,-0.3765,0.299,0.8353
Jharel Cotton,2016,0.3205,0.9292,-0.0898,-0.0231,0.3117,0.6607
Jharel Cotton,2019,0.3232,0.7768,-0.0487,-0.0318,0.3162,0.8424
Trevor Williams,2016,0.6622,0.3448,-0.076,-0.1302,0.2574,0.7955
Trevor Williams,2017,0.6451,0.7477,-0.0081,-0.0787,0.4253,0.8978
Trevor Williams,2018,0.5126,0.7228,-0.0052,-0.0675,0.3751,0.8322
Trevor Williams,2019,0.5023,0.7398,-0.0071,-0.0619,0.3747,0.8282
Tanner Scheppers,2016,0.7969,0.7498,0.2762,-0.1854,0.2813,1.1274
Tanner Scheppers,2019,0.6223,0.764,0.151,0.0891,0.3175,0.7055
Bryan Mitchell,2016,0.0813,0.9795,0.5754,0.2386,-0.1897,0.5114
Bryan Mitchell,2017,0.5572,0.4966,0.244,0.1317,0.1678,0.7106
Bryan Mitchell,2019,0.4184,0.5537,0.3029,0.1227,0.1679,0.6819
German Marquez,2016,0.2021,0.7452,0.2042,-0.0134,0.1673,1.0361
German Marquez,2017,0.334,0.6996,0.2144,0.0871,0.2616,0.5912
German Marquez,2018,0.3508,0.8395,0.1197,0.0195,0.3482,0.723
German Marquez,2019,0.3639,0.8481,0.084,0.0107,0.3783,0.7348
Alec Asher,2016,0.6541,0.6136,0.1178,0.0147,0.3999,0.8111
Alec Asher,2019,0.3935,0.7489,0.3348,0.0753,0.1817,0.8174
Kevin McCarthy,2016,0.5226,0.7769,-0.0942,0.0959,0.6744,0.5731
Kevin McCarthy,2017,0.9541,0.9381,0.0318,-0.0688,0.3821,1.1123
Kevin McCarthy,2018,0.6465,0.8667,-0.3004,-0.0863,0.2522,1.0812
Kevin McCarthy,2019,0.6955,0.862,-0.2821,-0.0662,0.2528,1.0843
Matt Koch,2017,0.8151,0.8322,-0.0465,0.1249,0.1895,1.4795
Matt Koch,2018,0.4158,0.8406,0.2171,0.0911,0.1432,0.7531
Matt Koch,2019,0.2967,0.8327,0.2717,0.1082,0.1222,0.6904
Joely Rodriguez,2016,0.0332,0.874,-0.0176,-0.0201,-0.0429,0.532
Joely Rodriguez,2019,0.1805,0.7994,0.1224,0.0321,0.1302,0.6504
Chase Whitley,2016,0.3503,0.9263,-0.0812,-0.0236,0.3583,0.5509
Chase Whitley,2019,0.2336,0.762,-0.0905,-0.0447,0.1023,0.6912
Zach Phillips,2019,0.0518,0.9122,-0.2076,-0.0934,0.0331,0.5398
Matt Magill,2017,0.765,0.9968,0.3931,0.1957,0.1771,0.7254
Matt Magill,2018,0.4077,0.7176,0.1477,0.0465,0.2472,0.7445
Matt Magill,2019,0.3097,0.6651,0.0824,0.0348,0.1386,0.6778
